Chain,Chain ID,Asset Name,Asset Symbol,Issuer,Asset Type,OFT Address,Token Address,Endpoint ID,Stage
"Ethereum Mainnet","1","Neural","NEURAL","Neural","OFTAdapter","0xbe388e410136116f7a7c7cedd5b4822547419541","0xbe388e410136116f7a7c7cedd5b4822547419541","30101","mainnet"
"Ethereum Mainnet","1","OPENLOOT","OL","OPENLOOT","OFTAdapter","0x3f160760535eb715d5809a26cf55408a2d9844c1","0x3f160760535eb715d5809a26cf55408a2d9844c1","30101","mainnet"
"Ethereum Mainnet","1","OpenLeverage","OLE","OpenLeverage","OFT","0x1b6e9c73bee68102d9dd4a2627f97bff4183ab0a","0x1b6e9c73bee68102d9dd4a2627f97bff4183ab0a","30101","mainnet"
"Ethereum Mainnet","1","OmniCat","OMNI","OmniCat","OFTAdapter","0xa0aa943666b4309c1989e3a7ebe7dbe11de36212","0xa0aa943666b4309c1989e3a7ebe7dbe11de36212","30101","mainnet"
"Ethereum Mainnet","1","OORT","OORT","OORT","OFTAdapter","0xbd26aa1903b29101b48a27f2cb8a2889fbbef223","0xbd26aa1903b29101b48a27f2cb8a2889fbbef223","30101","mainnet"
"Ethereum Mainnet","1","ORA Protocol","ORA","ORA Protocol","OFTAdapter","0x5e1f75388dc768f6129b9ee859bfb1361631a77e","0x5e1f75388dc768f6129b9ee859bfb1361631a77e","30101","mainnet"
"Ethereum Mainnet","1","Orderly Network","ORDER","Orderly Network","OFTAdapter","0x17435cc940e03aa52c349738c72c7aa44ffa6525","0x17435cc940e03aa52c349738c72c7aa44ffa6525","30101","mainnet"
"Ethereum Mainnet","1","Osaka Protocol","OSAK","Osaka Protocol","OFTAdapter","0x58ff71c056942600bc4acf8bdf48f82e6ad1f392","0x58ff71c056942600bc4acf8bdf48f82e6ad1f392","30101","mainnet"
"Ethereum Mainnet","1","Over the Reality","OVR","Over the Reality","OFTAdapter","0x2699e194dfdb0d560928d6a41ed229ee0ac0b0cf","0x2699e194dfdb0d560928d6a41ed229ee0ac0b0cf","30101","mainnet"
"Ethereum Mainnet","1","OX.Fun","OX","OX.Fun","OFTAdapter","0x227dcc37d9a071d1a2adb7edc40b7ec38a2097b3","0x227dcc37d9a071d1a2adb7edc40b7ec38a2097b3","30101","mainnet"
"Ethereum Mainnet","1","Open Exchange","OX.old","Open Exchange","OFTAdapter","0xcd5f17b1fe981ba260c40c67e740b7290b50ea50","0xcd5f17b1fe981ba260c40c67e740b7290b50ea50","30101","mainnet"
"Ethereum Mainnet","1","THE P33L","P33L","THE P33L","OFT","0x7528bd0f620d1568c307cc8d5db481a29e8d4e37","0x7528bd0f620d1568c307cc8d5db481a29e8d4e37","30101","mainnet"
"Ethereum Mainnet","1","Paladin","PAL","Paladin","OFTAdapter","0x7d01da772ac7f9daaccde81c0d1a27fd419c65b2","0x7d01da772ac7f9daaccde81c0d1a27fd419c65b2","30101","mainnet"
"Ethereum Mainnet","1","Plume","PayUSD","Plume","OFTAdapter","0xe9e8330a71912f03e54e7d93795acd9a56f070aa","0xe9e8330a71912f03e54e7d93795acd9a56f070aa","30101","mainnet"
"Ethereum Mainnet","1","PolkaBridge","PBR","PolkaBridge","OFTAdapter","0x5cc16c5bd87d68ad459e895e886cd851cc5709ff","0x5cc16c5bd87d68ad459e895e886cd851cc5709ff","30101","mainnet"
"Ethereum Mainnet","1","Pichi Finance","PCH","Pichi Finance","OFT","0xbe5acfd64358805616b5cbd5277b9a85011d7cf1","0xbe5acfd64358805616b5cbd5277b9a85011d7cf1","30101","mainnet"
"Ethereum Mainnet","1","Peaq","PEAQ","Peaq","OFT","0x1eef208926667594e5136e89d0e9dd6907959197","0x1eef208926667594e5136e89d0e9dd6907959197","30101","mainnet"
"Ethereum Mainnet","1","Pendle","PENDLE","Pendle","OFTAdapter","0xd7e67c97cc48253b28737ec3981b0a7ad6d7e0e4","0xd7e67c97cc48253b28737ec3981b0a7ad6d7e0e4","30101","mainnet"
"Ethereum Mainnet","1","Pudgy Penguins","PENGU","Pudgy Penguins","OFT","0x6418c0dd099a9fda397c766304cdd918233e8847","0x6418c0dd099a9fda397c766304cdd918233e8847","30101","mainnet"
"Ethereum Mainnet","1","PEPE","PEPE","PEPE","OFTAdapter","0x25d887ce7a35172c62febfd67a1856f20faebb00","0x25d887ce7a35172c62febfd67a1856f20faebb00","30101","mainnet"
"Ethereum Mainnet","1","Perion Credits","PERC","Perion Credits","OFTAdapter","0xf598797d9c160aef2a14712c20b7731cbe5861da","0xf598797d9c160aef2a14712c20b7731cbe5861da","30101","mainnet"
"Ethereum Mainnet","1","PIPO","PIPO","PIPO","OFTAdapter","0xf11743e4b037543dfd6c277124b24f8f162ac57f","0xf11743e4b037543dfd6c277124b24f8f162ac57f","30101","mainnet"
"Ethereum Mainnet","1","Plume","PLUME","Plume","OFTAdapter","0xbda8a2285f4c3e75b37e467c4db9bc633ffbd29d","0xbda8a2285f4c3e75b37e467c4db9bc633ffbd29d","30101","mainnet"
"Ethereum Mainnet","1","Primex Finance","PMX","Primex Finance","OFTAdapter","0x1c3f687a5fe3b52178455378c893e317711388f6","0x1c3f687a5fe3b52178455378c893e317711388f6","30101","mainnet"
"Ethereum Mainnet","1","PrimeFi","PRFI","PrimeFi","OFT","0x7bbcf1b600565ae023a1806ef637af4739de3255","0x7bbcf1b600565ae023a1806ef637af4739de3255","30101","mainnet"
"Ethereum Mainnet","1","Wayfinder","PROMPT","Wayfinder","OFT","0x28d38df637db75533bd3f71426f3410a82041544","0x28d38df637db75533bd3f71426f3410a82041544","30101","mainnet"
"Ethereum Mainnet","1","Prosper","PROS","Prosper","OFT","0x915424ac489433130d92b04096f3b96c82e92a9d","0x915424ac489433130d92b04096f3b96c82e92a9d","30101","mainnet"
"Ethereum Mainnet","1","Succinct","PROVE","Succinct","OFTAdapter","0x32c5d5099a684a781864a2cdc53db2f8a6b1dca0","0x32c5d5099a684a781864a2cdc53db2f8a6b1dca0","30101","mainnet"
"Ethereum Mainnet","1","Puffer","pufETH","Puffer","OFTAdapter","0xa4931a9f9aaf79057334371d6f62164743f97b18","0xa4931a9f9aaf79057334371d6f62164743f97b18","30101","mainnet"
"Ethereum Mainnet","1","Puff The Dragon","Puff","Puff The Dragon","OFT","0x31b6100f5f4466e6daeb1edb2f2ce6e548cf8938","0x31b6100f5f4466e6daeb1edb2f2ce6e548cf8938","30101","mainnet"
"Ethereum Mainnet","1","Puffer","PUFFER","Puffer","OFTAdapter","0x3ea9bb9fcdcc1c37cb09175aecdb488a97edd83f","0x3ea9bb9fcdcc1c37cb09175aecdb488a97edd83f","30101","mainnet"
"Ethereum Mainnet","1","PumpBTC","pumpBTC.bera","PumpBTC","OFT","0xadc9c900b05f39f48bb6f402a1bae60929f4f9a8","0xadc9c900b05f39f48bb6f402a1bae60929f4f9a8","30101","mainnet"
"Ethereum Mainnet","1","Redacted Finance","pxETH","Redacted Finance","OFTAdapter","0x1cd5b73d12cb23b2835c873e4faffe83bbcef208","0x1cd5b73d12cb23b2835c873e4faffe83bbcef208","30101","mainnet"
"Ethereum Mainnet","1","PayPal","PYUSD","PayPal","OFTAdapter","0xa2c323fe5a74adffad2bf3e007e36bb029606444","0xa2c323fe5a74adffad2bf3e007e36bb029606444","30101","mainnet"
"Ethereum Mainnet","1","Flow","PYUSD","Flow","OFTAdapter","0xfa0e06b54986ad96de87a8c56fea76fbd8d493f8","0xfa0e06b54986ad96de87a8c56fea76fbd8d493f8","30101","mainnet"
"Ethereum Mainnet","1","Qi Dao","QI","Qi Dao","OFTAdapter","0xd3fdcb837dafdb7c9c3ebd48fe22a53f6dd3d7d7","0xd3fdcb837dafdb7c9c3ebd48fe22a53f6dd3d7d7","30101","mainnet"
"Ethereum Mainnet","1","DappRadar","RADAR","DappRadar","OFTAdapter","0x1713bd4cd1b8f0342c48fbd68658605346386324","0x1713bd4cd1b8f0342c48fbd68658605346386324","30101","mainnet"
"Ethereum Mainnet","1","Precipitate Protocol","RAIN","Precipitate Protocol","OFTAdapter","0x1f1aa4d239002bb818536c95e9b762a1fc8484c1","0x1f1aa4d239002bb818536c95e9b762a1fc8484c1","30101","mainnet"
"Ethereum Mainnet","1","Rootstock","RBTC","Rootstock","OFT","0x1e44f98cc78d505a61f63b26d13b116cf51dbb87","0x1e44f98cc78d505a61f63b26d13b116cf51dbb87","30101","mainnet"
"Ethereum Mainnet","1","Radiant Capital","RDNT","Radiant Capital","OFT","0x137ddb47ee24eaa998a535ab00378d6bfa84f893","0x137ddb47ee24eaa998a535ab00378d6bfa84f893","30101","mainnet"
"Ethereum Mainnet","1","Rekt","REKT","Rekt","OFTAdapter","0x7130e2563974219f3dd152575c7468d7c2ad0d96","0x7130e2563974219f3dd152575c7468d7c2ad0d96","30101","mainnet"
"Ethereum Mainnet","1","Resolv","RESOLV","Resolv","OFTAdapter","0x1fc1bc7ef87ace92a3f2eed44581111eb1ffdeaf","0x1fc1bc7ef87ace92a3f2eed44581111eb1ffdeaf","30101","mainnet"
"Ethereum Mainnet","1","Reunit Wallet","REUNI","Reunit Wallet","OFT","0x9ed7e4b1bff939ad473da5e7a218c771d1569456","0x9ed7e4b1bff939ad473da5e7a218c771d1569456","30101","mainnet"
"Ethereum Mainnet","1","Motorverse","REVV","Motorverse","OFTAdapter","0x87964551caf340e17b7b00dfc1db2f6b67b4d5b1","0x87964551caf340e17b7b00dfc1db2f6b67b4d5b1","30101","mainnet"
"Ethereum Mainnet","1","Rootstock","RIF","Rootstock","OFT","0x01b603be3d545f096015741e6503440282bf45fb","0x01b603be3d545f096015741e6503440282bf45fb","30101","mainnet"
"Ethereum Mainnet","1","iEx.ec Network Token","RLC","iEx.ec Network Token","OFTAdapter","0xa8bc0b19b955c8ac38c8cbc9383866b834cd33d8","0xa8bc0b19b955c8ac38c8cbc9383866b834cd33d8","30101","mainnet"
"Ethereum Mainnet","1","Resolv Labs","RLP","Resolv Labs","OFTAdapter","0x234c908e749961d0329a0ed5916d55a99d1ad06c","0x234c908e749961d0329a0ed5916d55a99d1ad06c","30101","mainnet"
"Ethereum Mainnet","1","Kelp DAO","rsETH","Kelp DAO","OFTAdapter","0x85d456b2dff1fd8245387c0bfb64dfb700e98ef3","0x85d456b2dff1fd8245387c0bfb64dfb700e98ef3","30101","mainnet"
"Ethereum Mainnet","1","Swell Network","rswETH","Swell Network","OFTAdapter","0x1486d39646cdee84619bd05997319545a8575079","0x1486d39646cdee84619bd05997319545a8575079","30101","mainnet"
"Ethereum Mainnet","1","Reservoir","rUSD","Reservoir","OFTAdapter","0xf0e9f6d9ba5d1b3f76e0f82f9dcdb9ebeef4b4da","0xf0e9f6d9ba5d1b3f76e0f82f9dcdb9ebeef4b4da","30101","mainnet"
"Ethereum Mainnet","1","Relend Network","rUSDC","Relend Network","OFTAdapter","0x9223ee6698ffa0a66cafb0034141d931e393a67e","0x9223ee6698ffa0a66cafb0034141d931e393a67e","30101","mainnet"
"Ethereum Mainnet","1","Rezerve Money","RZR","Rezerve Money","OFT","0xb4444468e444f89e1c2cac2f1d3ee7e336cbd1f5","0xb4444468e444f89e1c2cac2f1d3ee7e336cbd1f5","30101","mainnet"
"Ethereum Mainnet","1","The Sandbox Game","SAND","The Sandbox Game","OFTAdapter","0xac531eb26ca1d21b85126de8fb87e80e09002dcf","0xac531eb26ca1d21b85126de8fb87e80e09002dcf","30101","mainnet"
"Ethereum Mainnet","1","Brale","SBC","Brale","OFTAdapter","0xb9d852a3f9b3a82e243faab0272604102a111e1a","0xb9d852a3f9b3a82e243faab0272604102a111e1a","30101","mainnet"
"Ethereum Mainnet","1","Dinero","sDINERO","Dinero","OFTAdapter","0xc5ecb8c506898bd5eeec63c5f69c7819e37084b8","0xc5ecb8c506898bd5eeec63c5f69c7819e37084b8","30101","mainnet"
"Ethereum Mainnet","1","SEI","SEI","SEI","OFT","0xbdf43ecadc5cef51b7d1772f722e40596bc1788b","0xbdf43ecadc5cef51b7d1772f722e40596bc1788b","30101","mainnet"
"Ethereum Mainnet","1","Frax Finance","sFRAX","Frax Finance","OFTAdapter","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","30101","mainnet"
"Ethereum Mainnet","1","Frax Finance","sfrxETH","Frax Finance","OFTAdapter","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","30101","mainnet"
"Ethereum Mainnet","1","Seedify Fund","SFUND","Seedify Fund","OFT","0x560363bda52bc6a44ca6c8c9b4a5fadbda32fa60","0x560363bda52bc6a44ca6c8c9b4a5fadbda32fa60","30101","mainnet"
"Ethereum Mainnet","1","Myshell","SHELL","Myshell","OFT","0xf2c88757f8d03634671208935974b60a2a28bdb3","0xf2c88757f8d03634671208935974b60a2a28bdb3","30101","mainnet"
"Ethereum Mainnet","1","SHRAPNEL","SHRAP","SHRAPNEL","OFT","0x31e4efe290973ebe91b3a875a7994f650942d28f","0x31e4efe290973ebe91b3a875a7994f650942d28f","30101","mainnet"
"Ethereum Mainnet","1","Skate","SKATE","Skate","OFT","0x61dbbbb552dc893ab3aad09f289f811e67cef285","0x61dbbbb552dc893ab3aad09f289f811e67cef285","30101","mainnet"
"Ethereum Mainnet","1","SatLayer","SLAY","SatLayer","OFTAdapter","0x89da85a27fab76b5acacbeddd21b9b4370f99edb","0x89da85a27fab76b5acacbeddd21b9b4370f99edb","30101","mainnet"
"Ethereum Mainnet","1","Silencio","SLC","Silencio","OFT","0x7fa16ced60019ade15edd0cdb03d689d557b6d1e","0x7fa16ced60019ade15edd0cdb03d689d557b6d1e","30101","mainnet"
"Ethereum Mainnet","1","Level","slvlUSD","Level","OFTAdapter","0x180fcf9c9f5ecb75de90395d54cd7c69b3902fcd","0x180fcf9c9f5ecb75de90395d54cd7c69b3902fcd","30101","mainnet"
"Ethereum Mainnet","1","Sensay","SNSY","Sensay","OFT","0x82a605d6d9114f4ad6d5ee461027477eeed31e34","0x82a605d6d9114f4ad6d5ee461027477eeed31e34","30101","mainnet"
"Ethereum Mainnet","1","Phavercoin","SOCIAL","Phavercoin","OFT","0xd3c68968137317a57a9babeacc7707ec433548b4","0xd3c68968137317a57a9babeacc7707ec433548b4","30101","mainnet"
"Ethereum Mainnet","1","Solv Protocol","SolvBTC","Solv Protocol","OFTAdapter","0xb12979ff302ac903849948037a51792cf7186e8e","0xb12979ff302ac903849948037a51792cf7186e8e","30101","mainnet"
"Ethereum Mainnet","1","Somnia","SOMI","Somnia","OFT","0x1b0f6590d21dc02b92ad3a7d00f8884dc4f1aed9","0x1b0f6590d21dc02b92ad3a7d00f8884dc4f1aed9","30101","mainnet"
"Ethereum Mainnet","1","Upland","SPARKLET","Upland","OFTAdapter","0xc6c856ab43e76b304230a31ecd9ad916b8b6f8e1","0xc6c856ab43e76b304230a31ecd9ad916b8b6f8e1","30101","mainnet"
"Ethereum Mainnet","1","Spark","SPK","Spark","OFTAdapter","0xaff2e841851700d1fc101995ee6b81ae21bb87d7","0xaff2e841851700d1fc101995ee6b81ae21bb87d7","30101","mainnet"
"Ethereum Mainnet","1","Reservoir","srUSD","Reservoir","OFTAdapter","0x316cd39632cac4f4cdfc21757c4500fe12f64514","0x316cd39632cac4f4cdfc21757c4500fe12f64514","30101","mainnet"
"Ethereum Mainnet","1","Lorenzo Protocol","stBTC","Lorenzo Protocol","OFTAdapter","0xbce9988376c6b9c0c035bdbc9060568031d51130","0xbce9988376c6b9c0c035bdbc9060568031d51130","30101","mainnet"
"Ethereum Mainnet","1","Stargate","STG","Stargate","OFT","0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6","0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6","30101","mainnet"
"Ethereum Mainnet","1","Nibiru Chain","stNIBI","Nibiru Chain","OFT","0xc56b154d3be72101d7c82122ad41ce00da264467","0xc56b154d3be72101d7c82122ad41ce00da264467","30101","mainnet"
"Ethereum Mainnet","1","Avalon Labs","sUSDa","Avalon Labs","OFT","0x2b66aade1e9c062ff411bd47c44e0ad696d43bd9","0x2b66aade1e9c062ff411bd47c44e0ad696d43bd9","30101","mainnet"
"Ethereum Mainnet","1","Ethena","sUSDe","Ethena","OFTAdapter","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","30101","mainnet"
"Ethereum Mainnet","1","Swell Network","swETH","Swell Network","OFTAdapter","0x5c6392a69dc11f254457716c682f70e4b2ed7b05","0x5c6392a69dc11f254457716c682f70e4b2ed7b05","30101","mainnet"
"Ethereum Mainnet","1","Seedify Fund","SWORLD","Seedify Fund","OFT","0x968be3f7bfef0f8edc3c1ad90232ebb0da0867aa","0x968be3f7bfef0f8edc3c1ad90232ebb0da0867aa","30101","mainnet"
"Ethereum Mainnet","1","Maple Finance","SYRUP","Maple Finance","OFTAdapter","0x688aee022aa544f150678b8e5720b6b96a9e9a2f","0x688aee022aa544f150678b8e5720b6b96a9e9a2f","30101","mainnet"
"Ethereum Mainnet","1","Techimproving","TECH","Techimproving","OFT","0x835f2eb9b3dd2913f59019bfbc7b61a12ef96cd6","0x835f2eb9b3dd2913f59019bfbc7b61a12ef96cd6","30101","mainnet"
"Ethereum Mainnet","1","Tenet","TENET","Tenet","OFT","0x788d86e00ab31db859c3d6b80d5a9375801d7f2a","0x788d86e00ab31db859c3d6b80d5a9375801d7f2a","30101","mainnet"
"Ethereum Mainnet","1","Theo","thBILL","Theo","OFTAdapter","0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a","0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a","30101","mainnet"
"Ethereum Mainnet","1","Telos","TLOS","Telos","OFT","0x193f4a4a6ea24102f49b931deeeb931f6e32405d","0x193f4a4a6ea24102f49b931deeeb931f6e32405d","30101","mainnet"
"Ethereum Mainnet","1","Cryptopia","TOS","Cryptopia","OFT","0x68ccaca9adf1552b3316d6067690ec27397c8ea8","0x68ccaca9adf1552b3316d6067690ec27397c8ea8","30101","mainnet"
"Ethereum Mainnet","1","OFFICIAL TRUMP","TRUMP","OFFICIAL TRUMP","OFT","0xf7b4358d2c6b05a1bb98c947a56df64b5d6e6754","0xf7b4358d2c6b05a1bb98c947a56df64b5d6e6754","30101","mainnet"
"Ethereum Mainnet","1","Unbound Finance","UNB","Unbound Finance","OFTAdapter","0xb2e787c6c83d6d75f466371a2966b27a8b700828","0xb2e787c6c83d6d75f466371a2966b27a8b700828","30101","mainnet"
"Ethereum Mainnet","1","Bedrock","uniBTC","Bedrock","OFTAdapter","0x50fa1411201e2ac0361fb893e903b80f141b8190","0x50fa1411201e2ac0361fb893e903b80f141b8190","30101","mainnet"
"Ethereum Mainnet","1","Unix Corp","UNIX","Unix Corp","OFTAdapter","0x6f97d3f120fbbdaacf1c9da61a8ad126b7426861","0x6f97d3f120fbbdaacf1c9da61a8ad126b7426861","30101","mainnet"
"Ethereum Mainnet","1","unshETH","unshETH","unshETH","OFTAdapter","0x35f899ce6cc304aedfdb7835f623a30473b26457","0x35f899ce6cc304aedfdb7835f623a30473b26457","30101","mainnet"
"Ethereum Mainnet","1","BIMA","USBD","BIMA","OFT","0x6bede1c6009a78c222d9bdb7974bb67847fdb68c","0x6bede1c6009a78c222d9bdb7974bb67847fdb68c","30101","mainnet"
"Ethereum Mainnet","1","Usual","USD0","Usual","OFTAdapter","0xe14c486b93c3b62f76f88cf8fe4b36fb672f3b26","0xe14c486b93c3b62f76f88cf8fe4b36fb672f3b26","30101","mainnet"
"Ethereum Mainnet","1","Usual","USD0++","Usual","OFTAdapter","0xd155d91009cbe9b0204b06ce1b62bf1d793d3111","0xd155d91009cbe9b0204b06ce1b62bf1d793d3111","30101","mainnet"
"Ethereum Mainnet","1","Avalon Labs","USDa","Avalon Labs","OFT","0x8a60e489004ca22d775c5f2c657598278d17d9c2","0x8a60e489004ca22d775c5f2c657598278d17d9c2","30101","mainnet"
"Ethereum Mainnet","1","USDC","USDC","Stargate","StargatePool","0xc026395860Db2d07ee33e05fE50ed7bD583189C7","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","30101","mainnet"
"Ethereum Mainnet","1","LayerZero","USDC","LayerZero","OFTAdapter","0x28a92dde19d9989f39a49905d7c9c2fac7799bdf","0x28a92dde19d9989f39a49905d7c9c2fac7799bdf","30101","mainnet"
"Ethereum Mainnet","1","Ethena","USDe","Ethena","OFTAdapter","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","30101","mainnet"
"Ethereum Mainnet","1","Paxos","USDG","Paxos","OFTAdapter","0x147bde4f997f0d4c7544ed0c55eacf1e5e6bf9c4","0x147bde4f997f0d4c7544ed0c55eacf1e5e6bf9c4","30101","mainnet"
"Ethereum Mainnet","1","USDT","USDT","Stargate","StargatePool","0x933597a323Eb81cAe705C5bC29985172fd5A3973","0xdAC17F958D2ee523a2206206994597C13D831ec7","30101","mainnet"
"Ethereum Mainnet","1","LayerZero","USDT","LayerZero","OFTAdapter","0xcc1b99ddac1a33c201a742a1851662e87bc7f22c","0xcc1b99ddac1a33c201a742a1851662e87bc7f22c","30101","mainnet"
"Ethereum Mainnet","1","USDT0","USDT0","USDT0","OFTAdapter","0x6c96de32cea08842dcc4058c14d3aaad7fa41dee","0x6c96de32cea08842dcc4058c14d3aaad7fa41dee","30101","mainnet"
"Ethereum Mainnet","1","USDT0 Native Mesh","USDT0","USDT0 Native Mesh","OFTAdapter","0x1f748c76de468e9d11bd340fa9d5cbadf315dfb0","0x1f748c76de468e9d11bd340fa9d5cbadf315dfb0","30101","mainnet"
"Ethereum Mainnet","1","Ethena","USDtb","Ethena","OFTAdapter","0xc708b6887db46005da033501f8aebee72d191a5d","0xc708b6887db46005da033501f8aebee72d191a5d","30101","mainnet"
"Ethereum Mainnet","1","unstable coin","USDUC","unstable coin","OFT","0xecedb6f8108b9f7bbf499da843dced6c2bb6e270","0xecedb6f8108b9f7bbf499da843dced6c2bb6e270","30101","mainnet"
"Ethereum Mainnet","1","Ondo Finance","USDY","Ondo Finance","OFTAdapter","0xa6275720b3fb1efe3e6ef2b5bf2293148852307d","0xa6275720b3fb1efe3e6ef2b5bf2293148852307d","30101","mainnet"
"Ethereum Mainnet","1","Anzen Finance","USDz","Anzen Finance","OFT","0xa469b7ee9ee773642b3e93e842e5d9b5baa10067","0xa469b7ee9ee773642b3e93e842e5d9b5baa10067","30101","mainnet"
"Ethereum Mainnet","1","unshETH","USH","unshETH","OFTAdapter","0xa8b326ca02650ac968c554d6c534412e49c92bc4","0xa8b326ca02650ac968c554d6c534412e49c92bc4","30101","mainnet"
"Ethereum Mainnet","1","Resolv Labs","USR","Resolv Labs","OFTAdapter","0xd2ee2776f34ef4e7325745b06e6d464b08d4be0e","0xd2ee2776f34ef4e7325745b06e6d464b08d4be0e","30101","mainnet"
"Ethereum Mainnet","1","Usual","USUAL","Usual","OFTAdapter","0xd277cbcfe8cb37ca90129a33ec7ee590ee392b59","0xd277cbcfe8cb37ca90129a33ec7ee590ee392b59","30101","mainnet"
"Ethereum Mainnet","1","Vana","VANA","Vana","OFT","0x7ff7fa94b8b66ef313f7970d4eebd2cb3103a2c0","0x7ff7fa94b8b66ef313f7970d4eebd2cb3103a2c0","30101","mainnet"
"Ethereum Mainnet","1","ValiDAO","VDO","ValiDAO","OFT","0xb5ee887259f792e613edbd20dde8970c10fefda1","0xb5ee887259f792e613edbd20dde8970c10fefda1","30101","mainnet"
"Ethereum Mainnet","1","Vitalik AI","VITAI","Vitalik AI","OFT","0xe81941c13678a6396e438490601a40a34bf90dd2","0xe81941c13678a6396e438490601a40a34bf90dd2","30101","mainnet"
"Ethereum Mainnet","1","Acorn Network","waBTC","Acorn Network","OFTAdapter","0x37016812a5c2c54793fd277b7f75086a47377d28","0x37016812a5c2c54793fd277b7f75086a47377d28","30101","mainnet"
"Ethereum Mainnet","1","WAGMI","WAGMI","WAGMI","OFT","0x92cc36d66e9d739d50673d1f27929a371fb83a67","0x92cc36d66e9d739d50673d1f27929a371fb83a67","30101","mainnet"
"Ethereum Mainnet","1","WAGMI","WAGMI","WAGMI","OFTAdapter","0xf5ec00e770de25aef156d290c2504e163b22b4e4","0xf5ec00e770de25aef156d290c2504e163b22b4e4","30101","mainnet"
"Ethereum Mainnet","1","wBTC","WBTC","wBTC","OFTAdapter","0x0555e30da8f98308edb960aa94c0db47230d2b9c","0x0555e30da8f98308edb960aa94c0db47230d2b9c","30101","mainnet"
"Ethereum Mainnet","1","Ether.Fi","weETH","Ether.Fi","OFTAdapter","0xcd2eb13d6831d4602d80e5db9230a57596cdca63","0xcd2eb13d6831d4602d80e5db9230a57596cdca63","30101","mainnet"
"Ethereum Mainnet","1","LayerZero","WETH","LayerZero","OFTAdapter","0x695921034f0387eac4e11620ee91b1b15a6a09fe","0x695921034f0387eac4e11620ee91b1b15a6a09fe","30101","mainnet"
"Ethereum Mainnet","1","Flow","WFLOW","Flow","OFTAdapter","0xc1b45896b5fc9422a8f779653808297bb4f546f9","0xc1b45896b5fc9422a8f779653808297bb4f546f9","30101","mainnet"
"Ethereum Mainnet","1","Wild Goat Coin","WGC","Wild Goat Coin","OFT","0xc53ac24320e3a54c7211e4993c8095078a0cb3cf","0xc53ac24320e3a54c7211e4993c8095078a0cb3cf","30101","mainnet"
"Ethereum Mainnet","1","HyperLiquid","WHYPE","HyperLiquid","OFT","0xd83e3d560ba6f05094d9d8b3eb8aaea571d1864e","0xd83e3d560ba6f05094d9d8b3eb8aaea571d1864e","30101","mainnet"
"Ethereum Mainnet","1","Wilder World","WILD","Wilder World","OFTAdapter","0xafde2490236bc64950def5472296aa0d9758db0d","0xafde2490236bc64950def5472296aa0d9758db0d","30101","mainnet"
"Ethereum Mainnet","1","Nine Chronicles","WNCG","Nine Chronicles","OFTAdapter","0x885f0a0e5cd0bdb3e58995aad80e6c6bc2823dcb","0x885f0a0e5cd0bdb3e58995aad80e6c6bc2823dcb","30101","mainnet"
"Ethereum Mainnet","1","Nibiru Chain","WNIBI","Nibiru Chain","OFT","0x8a47e412a865198b9d5f10ff2e54f788f1696195","0x8a47e412a865198b9d5f10ff2e54f788f1696195","30101","mainnet"
"Ethereum Mainnet","1","WoofWork","WOOF","WoofWork","OFTAdapter","0x395b362d87fe1b2bd801546314a172e05c87e362","0x395b362d87fe1b2bd801546314a172e05c87e362","30101","mainnet"
"Ethereum Mainnet","1","Resolv Labs","wsrUSD","Resolv Labs","OFTAdapter","0xbb431abd156b960e5b77cc45c75f107e3991258a","0xbb431abd156b960e5b77cc45c75f107e3991258a","30101","mainnet"
"Ethereum Mainnet","1","Wrapped liquid staked Ether 2.0","wstETH","Wrapped liquid staked Ether 2.0","OFTAdapter","0xa2d339411624cfb6243f909b064e07320919ee3f","0xa2d339411624cfb6243f909b064e07320919ee3f","30101","mainnet"
"Ethereum Mainnet","1","Wrapped liquid staked Ether 2.0","wstETH","Wrapped liquid staked Ether 2.0","OFTAdapter","0x6cea302b297bb8c49e56d04cc080480822795848","0x6cea302b297bb8c49e56d04cc080480822795848","30101","mainnet"
"Ethereum Mainnet","1","Resolv Labs","wstUSR","Resolv Labs","OFTAdapter","0xab17c1fe647c37ceb9b96d1c27dd189bf8451978","0xab17c1fe647c37ceb9b96d1c27dd189bf8451978","30101","mainnet"
"Ethereum Mainnet","1","WXTZ","WXTZ","WXTZ","OFT","0xc9b53ab2679f573e480d01e0f49e2b5cfb7a3eab","0xc9b53ab2679f573e480d01e0f49e2b5cfb7a3eab","30101","mainnet"
